prompt,classes,answer_index
"Write a quote that ends in the word ""trouble"": A friend is best found in","[' adversity.', ' trouble.']",1
"Write a quote that ends in the word ""lost"": A friend in need is a friend","[' indeed.', ' lost.']",1
"Write a quote that ends in the word ""dies"": A good friend never","[' dies.', ' offends.']",0
"Write a quote that ends in the word ""alone"": A true friend does sometime venture to be","[' alone.', ' offensive.']",0
"Write a quote that ends in the word ""agent"": A reconciled friend is a double","[' enemy.', ' agent.']",1
"Write a quote that ends in the word ""language"": All are not friends who speak one","[' fair.', ' language.']",1
"Write a quote that ends in the word ""you"": Be a friend to thyself, and others will befriend","[' thee.', ' you.']",1
"Write a quote that ends in the word ""anymore"": Bought friends are not friends","[' indeed.', ' anymore.']",1
"Write a quote that ends in the word ""few"": Do not think that one enemy is insignificant, or that a thousand friends are too","[' few.', ' many.']",0
"Write a quote that ends in the word ""ones"": False friends are worse than open","[' ones.', ' enemies.']",0
"Write a quote that ends in the word ""back"": Friends are lost by calling often and calling","[' seldom.', ' back.']",1
"Write a quote that ends in the word ""souls"": Friends are thieves of","[' souls.', ' time.']",0
"Write a quote that ends in the word ""insides"": He is my friend who grinds at my","[' mill.', ' insides.']",1
"Write a quote that ends in the word ""you"": He is my friend that succoreth me, not he that pitieth","[' me.', ' you.']",1
"Write a quote that ends in the word ""others"": If you want enemies excel others, if you want friends let others excel","[' others.', ' you.']",0
"Write a quote that ends in the word ""kind"": It is a good friend that is always giving, though it be never so","[' kind.', ' little.']",0
"Write a quote that ends in the word ""earth"": It is good to have some friends both in heaven and","[' hell.', ' earth.']",1
"Write a quote that ends in the word ""care"": No longer foster, no longer","[' friend.', ' care.']",1
"Write a quote that ends in the word ""everything"": Our friends are our mirrors and show us","[' ourselves.', ' everything.']",1
"Write a quote that ends in the word ""flaws"": Perfect friendship cannot be without","[' flaws.', ' equality.']",0
"Write a quote that ends in the word ""doubt"": When thy friend asks, let there be no","[' doubt.', ' to-morrow.']",0
"Write a quote that ends in the word ""norm"": Stolen fruit is the","[' sweetest.', ' norm.']",1
"Write a quote that ends in the word ""roots"": You know the tree by its","[' fruit.', ' roots.']",1
"Write a quote that ends in the word ""off"": Garbage in, garbage","[' off.', ' out.']",0
"Write a quote that ends in the word ""flowers"": A man of words and not of deeds, is like a garden full of","[' flowers.', ' weeds.']",0
"Write a quote that ends in the word ""inspiration"": Genius is one percent inspiration and ninety nine percent","[' perspiration.', ' inspiration.']",1
"Write a quote that ends in the word ""nest"": It takes three generations to make a","[' gentleman.', ' nest.']",1
"Write a quote that ends in the word ""lady"": Once a gentleman, always a","[' lady.', ' gentleman.']",0
"Write a quote that ends in the word ""game"": Give and take is fair","[' play.', ' game.']",1
"Write a quote that ends in the word ""have"": Give, and ye shall","[' receive.', ' have.']",1
"Write a quote that ends in the word ""needed"": Give credit where credit is","[' due.', ' needed.']",1
"Write a quote that ends in the word ""step"": Give him an inch and he'll take a","[' step.', ' yard.']",0
"Write a quote that ends in the word ""second"": He gives twice who gives in a","[' trice.', ' second.']",1
"Write a quote that ends in the word ""glory"": Follow glory and it will flee, flee glory and it will follow","[' thee.', ' glory.']",1
"Write a quote that ends in the word ""house"": Don't go between the tree and the","[' house.', ' bark.']",0
"Write a quote that ends in the word ""round"": What goes around comes","[' around.', ' round.']",1
"Write a quote that ends in the word ""back"": What goes up must come","[' down.', ' back.']",1
"Write a quote that ends in the word ""out"": When the going gets tough, the tough get","[' going.', ' out.']",1
"Write a quote that ends in the word ""cure"": God heals, and the doctor takes the","[' fee.', ' cure.']",1
"Write a quote that ends in the word ""help"": God helps the rich, the poor can","[' help.', ' beg.']",0
"Write a quote that ends in the word ""good"": God is, and all is","[' well.', ' good.']",1
"Write a quote that ends in the word ""man"": God is on the side of the strongest","[' man.', ' battalions.']",0
"Write a quote that ends in the word ""us"": God sends fortune to","[' us.', ' fools.']",0
"Write a quote that ends in the word ""places"": God works in mysterious","[' places.', ' ways.']",0
"Write a quote that ends in the word ""God"": God's a good","[' God.', ' man.']",0
"Write a quote that ends in the word ""him"": Whom God will destroy, he first make","[' him.', ' mad.']",0
"Write a quote that ends in the word ""silver"": All that glisters is not gold. or All that glitters is not","[' silver.', ' gold.']",0
"Write a quote that ends in the word ""End"": All good things must come to an","[' End.', ' end.']",0
"Write a quote that ends in the word ""not"": Anything good in life is either illegal, immoral or","[' not.', ' fattening.']",0
"Write a quote that ends in the word ""does"": If it sounds too good to be true, it probably","[' is.', ' does.']",1
"Write a quote that ends in the word ""good"": If you can't be good, be","[' careful.', ' good.']",1
"Write a quote that ends in the word ""hard"": Only the good die","[' young.', ' hard.']",1
"Write a quote that ends in the word ""wants"": Rich men seem happy, great and wise, all which the good man only","[' wants.', ' is.']",0
"Write a quote that ends in the word ""world"": The best goods are cheapest in the","[' end.', ' world.']",1
"Write a quote that ends in the word ""seeds"": Don't kill the goose that lays the golden","[' seeds.', ' eggs.']",0
"Write a quote that ends in the word ""fly"": Every man thinks his own geese","[' fly.', ' swans.']",0
"Write a quote that ends in the word ""word"": Goose, gander and gosling are three sounds but one","[' thing.', ' word.']",1
"Write a quote that ends in the word ""goose"": What's good for the goose is good for the","[' gander.', ' goose.']",1
"Write a quote that ends in the word ""well"": Gossip is vice enjoyed","[' vicariously.', ' well.']",1
"Write a quote that ends in the word ""them"": Whoever gossips to you will gossip of","[' them.', ' you.']",0
"Write a quote that ends in the word ""best"": That government is best which governs","[' least.', ' best.']",1
"Write a quote that ends in the word ""hand"": The grass is always greener on the other","[' hand.', ' side.']",0
"Write a quote that ends in the word ""nothing"": Grasp all, lose","[' all.', ' nothing.']",1
"Write a quote that ends in the word ""him"": Great events cast their shadows before","[' him.', ' them.']",0
"Write a quote that ends in the word ""think"": Great minds","[' think.', ' agree.']",0
"Write a quote that ends in the word ""people"": Great spirits have always encountered violent opposition from mediocre","[' people.', ' minds.']",0
"Write a quote that ends in the word ""explanation"": A guilty conscience needs no","[' accuser.', ' explanation.']",1
"Write a quote that ends in the word ""swords"": Beware of Greeks bearing","[' gifts.', ' swords.']",1
"Write a quote that ends in the word ""thing"": Habit is a great","[' thing.', ' deadener.']",0
"Write a quote that ends in the word ""yourself"": Never do things by","[' halves.', ' yourself.']",1
"Write a quote that ends in the word ""thinking"": Never let the right hand know what the left hand is","[' thinking.', ' doing.']",0
"Write a quote that ends in the word ""dishes"": One hand washes the","[' other.', ' dishes.']",1
"Write a quote that ends in the word ""face"": Handsome is that handsome","[' face.', ' does.']",0
"Write a quote that ends in the word ""heart"": Hard words break no","[' bones.', ' heart.']",1
"Write a quote that ends in the word ""break"": Drumming is not the way to catch a","[' hare.', ' break.']",1
"Write a quote that ends in the word ""moment"": You must not run after two hares at the same","[' moment.', ' time.']",0
"Write a quote that ends in the word ""now"": Make haste","[' slowly.', ' now.']",1
"Write a quote that ends in the word ""progress"": Haste makes","[' waste.', ' progress.']",1
"Write a quote that ends in the word ""face"": Hawks will not pick out Hawk's","[' face.', ' eyes.']",0
"Write a quote that ends in the word ""wants"": He that can have patience can have what he","[' wants.', ' will.']",0
"Write a quote that ends in the word ""dark"": He that hath a head of wax must not walk in the","[' sun.', ' dark.']",1
"Write a quote that ends in the word ""none"": Two heads are better than","[' one.', ' none.']",1
"Write a quote that ends in the word ""faces"": We should not expect to find old heads on young","[' shoulders.', ' faces.']",1
"Write a quote that ends in the word ""affected"": When the head is sick, the whole body is","[' affected.', ' sick.']",0
"Write a quote that ends in the word ""body"": Who falls short in the head must be long in the","[' body.', ' heels.']",0
"Write a quote that ends in the word ""life"": Health is better than","[' life.', ' wealth.']",0
"Write a quote that ends in the word ""good"": Health is","[' good.', ' wealth.']",0
"Write a quote that ends in the word ""car"": A man too busy to take care of his health is like a mechanic too busy to take care of his","[' tools.', ' car.']",1
"Write a quote that ends in the word ""eye"": The heart sees farther than the","[' head.', ' eye.']",1
"Write a quote that ends in the word ""apart"": A hedge between keeps friends","[' apart.', ' green.']",0
"Write a quote that ends in the word ""high"": Men leap over where the hedge is","[' lower.', ' high.']",1
"Write a quote that ends in the word ""know"": Take heed you find not what you do not","[' know.', ' seek.']",0
"Write a quote that ends in the word ""here"": And thou unfit for any place but","[' here.', ' hell.']",0
"Write a quote that ends in the word ""heaven"": Come hell or high","[' water.', ' heaven.']",1
"Write a quote that ends in the word ""gone"": Hell is empty and all the devils are","[' here.', ' gone.']",1
"Write a quote that ends in the word ""luck"": The road to hell is paved with good","[' luck.', ' intentions.']",0
"Write a quote that ends in the word ""control"": But what is past my help, is past my","[' care.', ' control.']",1
"Write a quote that ends in the word ""thing"": Every little","[' thing.', ' helps.']",0
"Write a quote that ends in the word ""doomed"": He who hesitates is","[' lost.', ' doomed.']",1
"Write a quote that ends in the word ""mountain"": If the hill will not come to Mahomet, Mahomet will go to the","[' hill.', ' mountain.']",1
"Write a quote that ends in the word ""there"": Hindsight is always","[' there.', ' twenty-twenty.']",0
"Write a quote that ends in the word ""themselves"": History repeats","[' itself.', ' themselves.']",1
"Write a quote that ends in the word ""moving"": If you're in a hole, stop","[' digging.', ' moving.']",1
"Write a quote that ends in the word ""lies"": Home is where the heart","[' lies.', ' is.']",0
"Write a quote that ends in the word ""it"": There's no place like","[' home.', ' it.']",1
"Write a quote that ends in the word ""honour"": What is honour? a word. What is that word, honour?","[' Air.', ' honour.']",1
"Write a quote that ends in the word ""one"": Hope is a good breakfast, but it is a bad","[' supper.', ' one.']",1
"Write a quote that ends in the word ""man"": A nod's as good as a wink to a blind","[' man.', ' horse.']",0
"Write a quote that ends in the word ""public"": Don't change horses in","[' public.', ' midstream.']",0
"Write a quote that ends in the word ""man"": Don't put the cart before the","[' man.', ' horse.']",0
"Write a quote that ends in the word ""come"": If wishes were horses, beggars would","[' ride.', ' come.']",1
"Write a quote that ends in the word ""ears"": I'll hear it from the horse's","[' mouth.', ' ears.']",1
"Write a quote that ends in the word ""fails"": It's a good horse that never","[' fails.', ' stumbles.']",0
"Write a quote that ends in the word ""eyes"": Look not a gift horse in the","[' eyes.', ' mouth.']",0
"Write a quote that ends in the word ""eye"": Never look a gift horse in the","[' eye.', ' mouth.']",0
"Write a quote that ends in the word ""happier"": A golden bit does not make the horse any","[' happier.', ' better.']",0
"Write a quote that ends in the word ""sink"": You can lead a horse to water but you can't make it","[' drink.', ' sink.']",1
"Write a quote that ends in the word ""state"": Zeal without knowledge is a runaway","[' state.', ' horse.']",0
"Write a quote that ends in the word ""shelter"": Hospitality: the virtue which induces us to feed and lodge certain persons who are not in need of food and","[' shelter.', ' lodging.']",0
"Write a quote that ends in the word ""manner"": All things are soon prepared in a well ordered","[' house.', ' manner.']",1
"Write a quote that ends in the word ""home"": My house is my","[' home.', ' castle.']",0
"Write a quote that ends in the word ""up"": People who live in glass houses shouldn't throw","[' up.', ' stones.']",0
"Write a quote that ends in the word ""Hon"": Admiration is the daughter of","[' Hon.', ' ignorance.']",0
"Write a quote that ends in the word ""death"": Ignorance is","[' death.', ' bliss.']",0
"Write a quote that ends in the word ""have"": The ignorant always adore what they cannot","[' understand.', ' have.']",1
"Write a quote that ends in the word ""ignorant"": Where ignorance is bliss, 'tis folly to be","[' ignorant.', ' wise.']",0
"Write a quote that ends in the word ""consciousness"": Imiation is the highest form of","[' flattery.', ' consciousness.']",1
"Write a quote that ends in the word ""outcomes"": Insanity is doing the same thing over and over, expecting different","[' outcomes.', ' results.']",0
"Write a quote that ends in the word ""shed"": Don't have too many irons in the","[' shed.', ' fire.']",0
"Write a quote that ends in the word ""steel"": Iron sharpens","[' iron.', ' steel.']",1
"Write a quote that ends in the word ""hand"": It is always good when a man has two irons in the","[' hand.', ' fire.']",0
"Write a quote that ends in the word ""rises"": Strike while the iron is hot. or Make hay while the sun","[' rises.', ' shines.']",0
"Write a quote that ends in the word ""animal"": No man is an","[' animal.', ' island.']",0
"Write a quote that ends in the word ""it"": If a job is worth doing, it is worth doing","[' it.', ' well.']",0
"Write a quote that ends in the word ""doubled"": Joy shared, joy doubled: sorrow shared, sorrow","[' halved.', ' doubled.']",1
"Write a quote that ends in the word ""failure"": Hasty judgment leads to","[' failure.', ' repentance.']",0
"Write a quote that ends in the word ""delayed"": Justice delayed is justice","[' delayed.', ' denied.']",0
"Write a quote that ends in the word ""way"": Justice pleaseth few in their own","[' way.', ' house.']",0
"Write a quote that ends in the word ""useless"": Without justice, courage is","[' useless.', ' weak.']",0
"Write a quote that ends in the word ""time"": Kindness, like grain, increases by","[' sowing.', ' time.']",1
"Write a quote that ends in the word ""distant"": Keep your friends close, but your enemies","[' closer.', ' distant.']",1
"Write a quote that ends in the word ""more"": The king can do no","[' wrong.', ' more.']",1
"Write a quote that ends in the word ""it"": Know","[' thyself.', ' it.']",1
"Write a quote that ends in the word ""eye"": Learning is the eye of the","[' mind.', ' eye.']",1
"Write a quote that ends in the word ""purpose"": A good mind possesses a","[' purpose.', ' kingdom.']",0
"Write a quote that ends in the word ""house"": If you can't take the heat, get out of the","[' house.', ' kitchen.']",0
"Write a quote that ends in the word ""game"": Faint heart never won fair","[' lady.', ' game.']",1
"Write a quote that ends in the word ""dies"": It ain't over till the fat lady","[' sings.', ' dies.']",1
"Write a quote that ends in the word ""kitchen"": Joan is as good as my lady in the","[' kitchen.', ' dark.']",0
"Write a quote that ends in the word ""life"": Knowledge is","[' life.', ' power.']",0
"Write a quote that ends in the word ""blind"": In the land of the blind, the one-eyed man is","[' blind.', ' king.']",0
"Write a quote that ends in the word ""free"": The land of the free, and the home of the","[' brave.', ' free.']",1
"Write a quote that ends in the word ""shoulders"": It's a long lane that has no","[' turning.', ' shoulders.']",1
"Write a quote that ends in the word ""well"": That's not good language that all understand","[' not.', ' well.']",1
"Write a quote that ends in the word ""first"": He laughs best who laughs","[' first.', ' last.']",0
"Write a quote that ends in the word ""too"": Laugh and the world laughs with you, cry and you cry","[' alone.', ' too.']",1
"Write a quote that ends in the word ""first"": Laws catch flies, but lets hornets go","[' free.', ' first.']",1
"Write a quote that ends in the word ""nerve"": To be on one's last","[' nerve.', ' legs.']",0
"Write a quote that ends in the word ""better"": Less is","[' more.', ' better.']",1
"Write a quote that ends in the word ""it"": It is a strange desire to seek power and to lose","[' liberty.', ' it.']",1
"Write a quote that ends in the word ""edges"": A lie can go halfway around the world and back again while the truth is lacing up its","[' boots.', ' edges.']",1
"Write a quote that ends in the word ""birth"": Life begins at","[' birth.', ' forty.']",0
"Write a quote that ends in the word ""death"": Life imitates","[' death.', ' art.']",0
"Write a quote that ends in the word ""life"": Life is what you make of","[' it.', ' life.']",1
"Write a quote that ends in the word ""should"": Life's battles don't always go to the stronger or faster man, but sooner or later the man who wins is the one who thinks he","[' should.', ' can.']",0
"Write a quote that ends in the word ""things"": Look on the sunny side of","[' things.', ' life.']",0
"Write a quote that ends in the word ""simple"": The best things in life are","[' simple.', ' free.']",0
"Write a quote that ends in the word ""day"": Lightning never strikes twice in the same","[' place.', ' day.']",1
"Write a quote that ends in the word ""do"": Like cures","[' do.', ' like.']",0
"Write a quote that ends in the word ""daughter"": Like father, like","[' daughter.', ' son.']",0
"Write a quote that ends in the word ""here"": Don't wash your dirty linen in","[' here.', ' public.']",0
"Write a quote that ends in the word ""trade"": A losing trade, I assure you, sir; literature is a","[' trade.', ' drug.']",0
"Write a quote that ends in the word ""Bit"": Little by little and bit by","[' Bit.', ' bit.']",0
"Write a quote that ends in the word ""combination"": A little knowledge is a dangerous","[' thing.', ' combination.']",1
"Write a quote that ends in the word ""die"": Live and let","[' live.', ' die.']",1
"Write a quote that ends in the word ""eat"": Nobody is healthy in London, nobody can","[' be.', ' eat.']",1
"Write a quote that ends in the word ""speak"": Look before you","[' speak.', ' leap.']",0
"Write a quote that ends in the word ""things"": Look on the sunny side of","[' life.', ' things.']",1
"Write a quote that ends in the word ""together"": Loose lips sink","[' together.', ' ships.']",0
"Write a quote that ends in the word ""vain"": All is not lost that is in","[' vain.', ' danger.']",0
"Write a quote that ends in the word ""everything"": Use it or lose","[' it.', ' everything.']",1
"Write a quote that ends in the word ""doubt"": Love and ambition admit no","[' doubt.', ' fellowship.']",0
"Write a quote that ends in the word ""pain"": Love ceases to be a pleasure, when it ceases to be a","[' pain.', ' secret.']",0
"Write a quote that ends in the word ""everything"": Love is","[' blind.', ' everything.']",1
"Write a quote that ends in the word ""me"": Love laughs at","[' locksmiths.', ' me.']",1
"Write a quote that ends in the word ""once"": It's better to have loved and lost than never to have loved at","[' once.', ' all.']",0
"Write a quote that ends in the word ""big"": Love me little, love me","[' long.', ' big.']",1
"Write a quote that ends in the word ""know"": Those have most power to hurt us that we","[' know.', ' love.']",0
"Write a quote that ends in the word ""world"": There's no such thing as a free","[' lunch.', ' world.']",1
"Write a quote that ends in the word ""here"": Though this be madness, yet there is method","[' here.', "" in't.""]",0
"Write a quote that ends in the word ""situation"": Make the best of a bad","[' situation.', ' bargain.']",0
"Write a quote that ends in the word ""sin"": A man's folly ought to be his greatest","[' secret.', ' sin.']",1
"Write a quote that ends in the word ""business"": A man's home is his","[' business.', ' castle.']",0
"Write a quote that ends in the word ""family"": A man's worst enemies are often those of his own","[' family.', ' house.']",0
"Write a quote that ends in the word ""me"": Do a man a good turn and he'll never forgive","[' you.', ' me.']",1
"Write a quote that ends in the word ""kill"": Good men are hard to","[' kill.', ' find.']",0
"Write a quote that ends in the word ""morning"": Man is a noble animal, splendid in ashes, and pompous in the","[' morning.', ' grave.']",0
"Write a quote that ends in the word ""best"": Manners maketh the","[' man.', ' best.']",1
"Write a quote that ends in the word ""eyes"": The way to a man's heart is through his","[' stomach.', ' eyes.']",1
"Write a quote that ends in the word ""time"": Thou wilt scarce be a man before thy","[' time.', ' mother.']",0
"Write a quote that ends in the word ""mistakes"": Wise men learn by other men's harms, fools by their","[' own.', ' mistakes.']",1
"Write a quote that ends in the word ""done"": Ne'er cast a clout till May be","[' done.', ' out.']",0
"Write a quote that ends in the word ""mistake"": Many a mickle makes a","[' muckle.', ' mistake.']",1
"Write a quote that ends in the word ""water"": Many things are lost for want of","[' water.', ' asking.']",0
"Write a quote that ends in the word ""married"": A young man married is a young man","[' married.', ' marred.']",0
"Write a quote that ends in the word ""once"": Marry in haste, and repent at","[' once.', ' leisure.']",0
"Write a quote that ends in the word ""short"": Measure twice, cut","[' short.', ' once.']",0
"Write a quote that ends in the word ""run"": It's never too late to","[' run.', ' mend.']",0
"Write a quote that ends in the word ""power"": Might is","[' power.', ' right.']",0
"Write a quote that ends in the word ""truth"": Men talk only to conceal the","[' mind.', ' truth.']",1
"Write a quote that ends in the word ""affairs"": Mind your own","[' business.', ' affairs.']",1
"Write a quote that ends in the word ""language"": Mind your P's and Q's. or British: Mind your","[' language.', ' manners.']",0
"Write a quote that ends in the word ""hearing"": Out of sight, out of","[' hearing.', ' mind.']",0
"Write a quote that ends in the word ""measured"": The longest mile is the last mile","[' measured.', ' home.']",0
"Write a quote that ends in the word ""coffee"": It's no use crying over spilt","[' milk.', ' coffee.']",1
"Write a quote that ends in the word ""friends"": The best place for criticism is in front of your","[' friends.', ' mirror.']",0
"Write a quote that ends in the word ""true"": Misfortunes never come","[' singly.', ' true.']",1
"Write a quote that ends in the word ""foot"": A miss by an inch is a miss by a","[' foot.', ' mile.']",0
"Write a quote that ends in the word ""again"": Don't make the same mistake","[' twice.', ' again.']",1
"Write a quote that ends in the word ""bodies"": The mob has many heads, but no","[' bodies.', ' brains.']",0
"Write a quote that ends in the word ""problems"": For the love of money is a root of all kinds of","[' problems.', ' evil.']",0
"Write a quote that ends in the word ""same"": I'm tired of Love: I'm still more tired of Rhyme. But Money gives me pleasure all the","[' same.', ' time.']",0
"Write a quote that ends in the word ""one"": Money is a good servant, but a bad","[' master.', ' one.']",1
"Write a quote that ends in the word ""good"": Money is like muck, not good except it be","[' spread.', ' good.']",1
"Write a quote that ends in the word ""rich"": Money makes the mare","[' go.', ' rich.']",1
"Write a quote that ends in the word ""speak"": Money speaks sense in a language all nations","[' understand.', ' speak.']",1
"Write a quote that ends in the word ""Matters"": Money","[' Matters.', ' talks.']",0
"Write a quote that ends in the word ""was"": Put your money where your mouth","[' is.', ' was.']",1
"Write a quote that ends in the word ""short"": Time is","[' short.', ' money.']",0
"Write a quote that ends in the word ""caution"": More haste, less","[' speed.', ' caution.']",1
"Write a quote that ends in the word ""better"": The more the","[' merrier.', ' better.']",1
"Write a quote that ends in the word ""Same"": The more things change, the more they stay the","[' Same.', ' same.']",0
"Write a quote that ends in the word ""mountain"": Don't make a mountain out of a","[' molehill.', ' mountain.']",1
"Write a quote that ends in the word ""evil"": Burn not your house to rid it of the","[' evil.', ' mouse.']",0
"Write a quote that ends in the word ""closed"": Keep your mouth shut and your eyes","[' open.', ' closed.']",1
"Write a quote that ends in the word ""expected"": Much is expected where much is","[' expected.', ' given.']",0
"Write a quote that ends in the word ""water"": Where there's muck there's","[' brass.', ' water.']",1
"Write a quote that ends in the word ""gone"": For want of a nail the shoe is lost, for want of a shoe the horse is lost, for want of a horse the rider is","[' lost.', ' gone.']",1
"Write a quote that ends in the word ""reason"": Nature is beyond all","[' teaching.', ' reason.']",1
"Write a quote that ends in the word ""observed"": Nature, to be commanded, must be","[' obeyed.', ' observed.']",1
"Write a quote that ends in the word ""nature"": Necessity is mother of","[' nature.', ' invention.']",0
"Write a quote that ends in the word ""mother"": Never lie to your","[' doctor.', ' mother.']",1
"Write a quote that ends in the word ""mother"": Never lie to your","[' mother.', ' lawyer.']",0
"Write a quote that ends in the word ""now"": Never put off till  tomorrow what you can do","[' now.', ' today.']",0
"Write a quote that ends in the word ""never"": Never say","[' never.', ' die.']",0
"Write a quote that ends in the word ""anything"": Never say","[' anything.', ' never.']",0
"Write a quote that ends in the word ""run"": It's never too late to","[' mend.', ' run.']",1
"Write a quote that ends in the word ""first"": If you don't have anything nice to say, don't say anything at","[' first.', ' all.']",0
"Write a quote that ends in the word ""kings"": No man can serve two","[' masters.', ' kings.']",1
"Write a quote that ends in the word ""animal"": No man is an","[' island.', ' animal.']",1
"Write a quote that ends in the word ""perfect"": No man is","[' perfect.', ' indispensable.']",0
"Write a quote that ends in the word ""No"": No means","[' no.', ' No.']",1
"Write a quote that ends in the word ""yet"": No news is good","[' news.', ' yet.']",1
"Write a quote that ends in the word ""fear"": No pain, no","[' gain.', ' fear.']",1
"Write a quote that ends in the word ""it"": Lose nothing for want of","[' asking.', ' it.']",1
"Write a quote that ends in the word ""it"": Nothing for","[' nothing.', ' it.']",1
"Write a quote that ends in the word ""ventured"": Nothing ventured, nothing","[' gained.', ' ventured.']",1
"Write a quote that ends in the word ""it"": You don't get nothing for","[' it.', ' nothing.']",0
"Write a quote that ends in the word ""times"": There is luck in odd","[' times.', ' numbers.']",0
"Write a quote that ends in the word ""bone"": He that would eat the kernel must crack the","[' nut.', ' bone.']",1
"Write a quote that ends in the word ""distances"": Little strokes fell great","[' distances.', ' oaks.']",0
"Write a quote that ends in the word ""young"": Old habits die","[' hard.', ' young.']",1
"Write a quote that ends in the word ""two"": Take care of number","[' one.', ' two.']",1
"Write a quote that ends in the word ""hole"": The only free cheese is in the mouse","[' trap.', ' hole.']",1
"Write a quote that ends in the word ""stupid"": The only stupid question is the one that is not","[' stupid.', ' asked.']",0
"Write a quote that ends in the word ""difference"": Opportunity makes the","[' difference.', ' thief.']",0
"Write a quote that ends in the word ""sight"": Out of sight... Out of","[' sight.', ' mind.']",0
"Write a quote that ends in the word ""fall"": From big oaks little acorns","[' fall.', ' grow.']",0
"Write a quote that ends in the word ""done"": It ain't over till it's","[' over.', ' done.']",1
"Write a quote that ends in the word ""home"": The world is your","[' home.', ' oyster.']",0
"Write a quote that ends in the word ""pieces"": Good things come in small","[' pieces.', ' packages.']",0
"Write a quote that ends in the word ""fear"": No pain, no","[' fear.', ' gain.']",0
"Write a quote that ends in the word ""me"": You get what you pay","[' me.', ' for.']",0
"Write a quote that ends in the word ""death"": There is no greater torment than to be alone in","[' death.', ' paradise.']",0
"Write a quote that ends in the word ""killed"": Never ask pardon before you are","[' killed.', ' accused.']",0
"Write a quote that ends in the word ""blood"": All political parties die at last of swallowing their own","[' blood.', ' lies.']",0
"Write a quote that ends in the word ""it"": If you want peace, prepare for","[' it.', ' war.']",0
"Write a quote that ends in the word ""war"": Peace: in international affairs, a period of cheating between two periods of","[' war.', ' fighting.']",0
"Write a quote that ends in the word ""dead"": There's no peace for the","[' wicked.', ' dead.']",1
"Write a quote that ends in the word ""it"": Those who wish to live in peace, must hear, see, and say","[' it.', ' nothing.']",0
"Write a quote that ends in the word ""ink"": The pen worse than the","[' sword.', ' ink.']",1
"Write a quote that ends in the word ""trouble"": A penny for your","[' thoughts.', ' trouble.']",1
"Write a quote that ends in the word ""penny"": In for a penny in for a","[' penny.', ' pound.']",0
"Write a quote that ends in the word ""you"": Look after the pennies and the pounds will look after","[' themselves.', ' you.']",1
"Write a quote that ends in the word ""wise"": Penny wise, pound","[' foolish.', ' wise.']",1
"Write a quote that ends in the word ""you"": Take care of the pennies and the pounds will take care of","[' themselves.', ' you.']",1
"Write a quote that ends in the word ""lost"": A penny saved is a penny","[' lost.', ' earned.']",0
"Write a quote that ends in the word ""God"": The voice of the people is the voice of","[' god.', ' God.']",1
"Write a quote that ends in the word ""it"": He who desires but acts not, breeds","[' it.', ' pestilence.']",0
"Write a quote that ends in the word ""pig"": When the pig is proffered, hold up the","[' poke.', ' pig.']",1
"Write a quote that ends in the word ""him"": Bitter pills may have blessed","[' him.', ' effects.']",0
"Write a quote that ends in the word ""dollars"": A picture is worth a thousand","[' dollars.', ' words.']",0
"Write a quote that ends in the word ""bottom"": It's a cracked pitcher that goes oftenest to the","[' well.', ' bottom.']",1
"Write a quote that ends in the word ""heads"": Little pitchers have big","[' heads.', ' ears.']",0
"Write a quote that ends in the word ""road"": All rising to great place is by a winding","[' stair.', ' road.']",1
"Write a quote that ends in the word ""around"": Better play a small game than to stand","[' out.', ' around.']",1
"Write a quote that ends in the word ""him"": He had need rise early who would please","[' him.', ' everybody.']",0
"Write a quote that ends in the word ""not"": Poets are born, but orators are","[' not.', ' trained.']",0
"Write a quote that ends in the word ""nothing"": Politeness costs nothing and gains","[' everything.', ' nothing.']",1
"Write a quote that ends in the word ""decisions"": Politics makes strange","[' decisions.', ' bedfellows.']",0
"Write a quote that ends in the word ""removed"": A little pot is easily","[' removed.', ' hot.']",0
"Write a quote that ends in the word ""phone"": Shit or get off the","[' phone.', ' pot.']",0
"Write a quote that ends in the word ""worked"": A watched pot never","[' boils.', ' worked.']",1
"Write a quote that ends in the word ""sake"": Come away; poverty's","[' sake.', ' catching.']",0
"Write a quote that ends in the word ""poverty"": Poverty is the reward of","[' poverty.', ' idleness.']",0
"Write a quote that ends in the word ""everything"": Power tends to corrupt; absolute power corrupts","[' everything.', ' absolutely.']",0
"Write a quote that ends in the word ""progress"": Practice makes","[' progress.', ' perfect.']",0
"Write a quote that ends in the word ""know"": Practice what you","[' know.', ' preach.']",0
"Write a quote that ends in the word ""illustrate"": Precepts teach, examples","[' illustrate.', ' move.']",0
"Write a quote that ends in the word ""girl"": You can't be a little","[' pregnant.', ' girl.']",1
"Write a quote that ends in the word ""justification"": A prejudice is a vagrant opinion without visible means of","[' support.', ' justification.']",1
"Write a quote that ends in the word ""worse"": Hope for the best, but prepare for the","[' worse.', ' worst.']",0
"Write a quote that ends in the word ""gold"": An ounce of prevention is worth a pound of","[' gold.', ' cure.']",0
"Write a quote that ends in the word ""intervention"": Prevention is better than","[' intervention.', ' cure.']",0
"Write a quote that ends in the word ""secrets"": All those men have their","[' secrets.', ' price.']",0
"Write a quote that ends in the word ""pride"": Every man has his","[' price.', ' pride.']",1
"Write a quote that ends in the word ""worth"": Everything is worth its","[' price.', ' worth.']",1
"Write a quote that ends in the word ""place"": I know my","[' place.', ' price.']",0
